,has_gpu,language
https://github.com/tvwenger/hii-region-kinematics,no,Python
https://github.com/tvwenger/WISP,no,Python
https://github.com/tvwenger/bayes_spec,yes,Python
https://github.com/tvwenger/kd,no,Python
https://github.com/RWTH-EBC/FiLiP,yes,Python
https://github.com/RWTH-EBC/AixCaliBuHA,no,Python
https://github.com/bionlplab/GlaucomaNet,yes,Python
https://github.com/devanshkv/fetch,yes,Python
https://github.com/USU-Analytics-Solution-Center/Bruno.jl,no,Julia
https://github.com/flexible-atomic-code/fac,yes,Fortran
https://github.com/atomneb/AtomNeb-py,no,Python
https://github.com/vijayvarma392/binaryBHexp,no,Jupyter Notebook
https://github.com/kcleal/gw,yes,C++
https://github.com/JPenuchot/ctbench,yes,C++
https://github.com/JulioHC00/PEPITA,yes,Jupyter Notebook
https://github.com/alphapsa/PIPE,no,Python
https://github.com/Adamtaranto/Yanagiba,no,Python
https://github.com/econ-ark/HARK,yes,Python
https://github.com/ConnorDonegan/geostan,no,R
https://github.com/secimTools/SECIMTools,no,Jupyter Notebook
https://github.com/sisl/PyroRL,no,Python
https://github.com/sisl/POMDPStressTesting.jl,yes,Julia
https://github.com/kowallus/mbgc,no,C
https://github.com/fhtouma/subgen2,no,Python
https://github.com/conda-forge/conda-smithy,yes,Python
https://github.com/witseie/fpgaperm,yes,C++
https://github.com/raddleverse/MimiBRICK.jl,no,Julia
https://github.com/VeinsOfTheEarth/rabpro,no,Python
https://github.com/lutteropp/NetRAX,no,C++
https://github.com/NctuICLab/PredCRP,no,C++
https://github.com/samconnolly/DELightcurveSimulation,no,Python
https://github.com/agree019/DarkCapPy,no,Jupyter Notebook
https://github.com/yuliadm/mixComp,no,R
https://github.com/hall-lab/bamkit,no,Python
https://github.com/hall-lab/speedseq,no,C
https://github.com/grazianoucci/game,no,Python
https://github.com/grazianoucci/cosmic_variance,no,Python
https://github.com/hishamhm/htop,yes,C
https://github.com/tupui/scipy,yes,Python
https://github.com/aringlis/afino_release_version,no,Python
https://github.com/isovic/graphmap,no,C++
https://github.com/VBlesius/RHRT,no,R
https://github.com/zpliulab/GENELink,yes,Python
https://github.com/zpliulab/GeoBind,yes,Python
https://github.com/Jonathanfreundlich/CuspCore,no,Jupyter Notebook
https://github.com/tbronzwaer/raptor,yes,C
https://github.com/giuspugl/picasso,yes,Python
https://github.com/giuspugl/fgcluster,yes,Jupyter Notebook
https://github.com/giuspugl/MCMole3D,no,Python
https://github.com/MASILab/pyPheWAS,no,Python
https://github.com/dfki-ric/movement_primitives,no,Python
https://github.com/scottgigante/picopore,no,Python
https://github.com/the-rccg/hw2d,no,Python
https://github.com/rkiman/wdwarfdate,no,Python
https://github.com/pedro-acunha/SHEEP,yes,Python
https://github.com/robbievanleeuwen/section-properties,no,Python
https://github.com/khyox/recentrifuge,yes,Python
https://github.com/wesleyburr/subMaldi,no,R
https://github.com/tpospisi/NNKCDE,no,Jupyter Notebook
https://github.com/tpospisi/RFCDE,no,Jupyter Notebook
https://github.com/tpospisi/cdetools,no,Python
https://github.com/RabadanLab/arcasHLA,no,Python
https://github.com/NLeSC-GO-common-infrastructure/marzipan,no,Python
https://github.com/MaceKuailv/seaduck,no,Python
https://github.com/ulelab/ultraplex,no,Python
https://github.com/bsafdi/stellarWakes,no,Python
https://github.com/e-koch/FilFinder,yes,Python
https://github.com/SISPO-developers/sispo,yes,Python
https://github.com/oschwengers/referenceseeker,no,Python
https://github.com/oschwengers/platon,no,Python
https://github.com/oschwengers/bakta,no,Python
https://github.com/CFSAN-Biostatistics/SeroTools,no,Python
https://github.com/cosmicrays/DRAGON,no,C++
https://github.com/cosmicrays/hermes,yes,C++
https://github.com/ryanhausen/fitsmap,no,Python
https://github.com/griffithlab/regtools,yes,C++
https://github.com/ropensci-archive/reviewer,no,R
https://github.com/ropensci-archive/monkeylearn,no,R
https://github.com/ropensci-archive/arresteddev,no,R
https://github.com/ropensci-archive/rodev,no,R
https://github.com/ACTCollaboration/zCluster,no,Python
https://github.com/COSMIC-PopSynth/COSMIC,no,Fortran
https://github.com/pixixiaonaogou/MLSDR,yes,Jupyter Notebook
https://github.com/FabioRigamonti/pyADfit,no,Python
https://github.com/xastprl/DarsakX,no,Python
https://github.com/mary77/scQcut,no,Python
https://github.com/OBrink/RanDepict,yes,Python
https://github.com/rabrahm/zaspe,yes,Python
https://github.com/rabrahm/ceres,no,C
https://github.com/fredstro/hilbertmodgroup,no,Python
https://github.com/sklasfeld/DANPOS3,no,Python
https://github.com/ruta-k/uGMRT-pipeline,no,Python
https://github.com/mrteetoe/HOI,no,Python
https://github.com/fuyw-aisw/GALA,yes,Python
https://github.com/aineniamh/snipit,no,Python
https://github.com/TingMAC/FrMLNet,yes,Python
https://github.com/xiaofengsong/pHisPred,no,Python
https://github.com/CRPropa/CRPropa2,yes,C++
https://github.com/CRPropa/CRPropa3,yes,C++
https://github.com/DamCB/tyssue,yes,Python
https://github.com/dask/dask,yes,Python
https://github.com/duetosymmetry/qnm,no,Python
https://github.com/deepmodeling/DMFF,yes,Python
https://github.com/PyPSA/linopy,no,Python
https://github.com/PyPSA/atlite,no,Python
https://github.com/eelregit/covdisc,no,Jupyter Notebook
https://github.com/eelregit/mcfit,no,Python
https://github.com/Zafiirah13/meercrab,no,Jupyter Notebook
https://github.com/OceanParcels/plasticparcels,no,Python
https://github.com/nservant/HiC-Pro,yes,Python
https://github.com/epruesse/SINA,yes,C++
https://github.com/jnktsj/DNApi,no,Python
https://github.com/dipto4/falcon_dm,no,C++
https://github.com/hpc-maths/samurai,yes,C++
https://github.com/tseemann/snp-dists,no,C
https://github.com/Robaina/Pynteny,no,Python
https://github.com/cbib/decontaminator,yes,Python
https://github.com/galaxyproject/galaxy-lib,no,Python
https://github.com/JacksonBurns/astartes,no,Python
https://github.com/silx-kit/pyFAI,yes,Python
https://github.com/edwardoughton/itmlogic,no,Python
https://github.com/ArtRand/signalAlign,no,C
https://github.com/MLMI2-CSSI/foundry,no,Python
https://github.com/parkus/ffd,no,Python
https://github.com/parkus/scicatalog,no,Python
https://github.com/parkus/fiducial_flare,no,Python
https://github.com/mmollina/viewpoly,yes,R
https://github.com/JLSteenwyk/ggpubfigs,yes,R
https://github.com/aspuru-guzik-group/funsies,yes,Python
https://github.com/ruggiero/clustep,no,Python
https://github.com/ruggiero/galstep,no,Python
https://github.com/QingyuLiaib/PLA-MoRe,yes,Python
https://github.com/project-asgard/asgard,yes,C++
https://github.com/a-renzini/pygwb,no,Jupyter Notebook
https://github.com/alessiospuriomancini/cosmopower,yes,Jupyter Notebook
https://github.com/FourierFlows/GeophysicalFlows.jl,yes,Julia
https://github.com/siavashk/pycpd,no,Python
https://github.com/msolpera/pyUPMASK,no,Python
https://github.com/Illumina/MarViN,no,C++
https://github.com/Illumina/SpliceAI,yes,Python
https://github.com/Illumina/akt,yes,C++
https://github.com/Illumina/ExpansionHunterDenovo,yes,C++
https://github.com/Illumina/strelka,no,C++
https://github.com/Illumina/manta,no,C++
https://github.com/TinkerTools/tinker9,yes,C++
https://github.com/TinkerTools/tinker-hp,yes,C++
https://github.com/johannes-titz/cofad,no,R
https://github.com/darthoctopus/reggae,yes,Python
https://github.com/amanchokshi/EMBERS,no,Python
https://github.com/bancaditalia/black-it,no,Python
https://github.com/BU-hammerTeam/PyHammer,no,Python
https://github.com/phenology/cgc,no,Python
https://github.com/grburgess/popsynth,no,Python
https://github.com/grburgess/ronswanson,no,Python
https://github.com/ThomasMBury/ewstools,no,Python
https://github.com/kevin218/Eureka,no,Python
https://github.com/mslonina/Mechanic,yes,C
https://github.com/CQCL/qujax,yes,Python
https://github.com/tudelft3d/3dfier,yes,C++
https://github.com/akleroy/phangs_imaging_scripts,no,Python
https://github.com/cwinpy/cwinpy,yes,Python
https://github.com/TeamLEGWORK/LEGWORK,no,Python
https://github.com/EdanRein/pyPplusS,no,Python
https://github.com/medvedevgroup/TwoPaCo,yes,C++
https://github.com/medvedevgroup/varmatch,no,C++
https://github.com/SynthSys/pyOmeroUpload,no,Python
https://github.com/mariakotouza/TRIP-Tool,yes,R
https://github.com/karel-brinda/ococo,no,C++
https://github.com/tyo-nu/pickaxe_paper,yes,Jupyter Notebook
https://github.com/sparks-baird/xtal2png,yes,Python
https://github.com/sonny-harman/snowball,no,Python
https://github.com/ctkelley/MultiPrecisionArrays.jl,no,Julia
https://github.com/ngbusca/QuasarNET,no,Jupyter Notebook
https://github.com/patrickfuchs/buildH,yes,Python
https://github.com/metawards/MetaWards,no,Python
https://github.com/Cascella-Group-UiO/HyMD,yes,Python
https://github.com/tool-bin/ukbcc,yes,Python
https://github.com/bioexcel/biobb_wf_flexdyn,no,Jupyter Notebook
https://github.com/mwoodbri/MRIdb,no,Java
https://github.com/FAU-LAP/NOMAD-CAMELS,no,Python
https://github.com/Weeks-UNC/RingMapper,no,Python
https://github.com/nikhil-sarin/redback,yes,Python
https://github.com/legolason/PyQSOFit,no,Jupyter Notebook
https://github.com/jluastro/PopSyCLE,no,Python
https://github.com/DJArmstrong/TransitSOM,no,Python
https://github.com/TeamPerie/CellDestiny,yes,R
https://github.com/fmichel/TurtleKit,yes,Java
https://github.com/fmichel/MaDKit,no,Java
https://github.com/dicompyler/dicompyler-core,no,Python
https://github.com/fkiwy/AstroToolBox,no,Java
https://github.com/fkiwy/unTimely_Catalog_explorer,no,Python
https://github.com/fkiwy/Finder_charts,no,Python
https://github.com/twesterhout/lattice-symmetries,no,C++
https://github.com/villano-lab/nrCascadeSim,no,Jupyter Notebook
https://github.com/tiberioap/grav_waldo,no,Python
https://github.com/aviadpi/SparseBLS,no,Java
https://github.com/etal/cnvkit,no,Python
https://github.com/multiscale/muscle3,no,Fortran
https://github.com/hansenjohnson/WhaleMap,no,R
https://github.com/mlr-org/mcboost,no,R
https://github.com/toros-astro/corral,no,Python
https://github.com/toros-astro/astroalign-legacy,no,Python
https://github.com/esquivas/guacho,no,Fortran
https://github.com/AlexandrosAntoniadis/ODUSSEAS,no,Python
https://github.com/icesat2py/icepyx,no,Python
https://github.com/idrugLab/hignn,yes,Jupyter Notebook
https://github.com/Effective-Quadratures/Effective-Quadratures,no,Python
https://github.com/sncosmo/sncosmo,no,Python
https://github.com/PyTorchLightning/metrics,yes,Python
https://github.com/nasa/K2CE,no,Python
https://github.com/nasa/Kamodo,no,Jupyter Notebook
https://github.com/nasa/prog_models,no,Python
https://github.com/nasa/KeplerPORTs,no,Python
https://github.com/nasa/simupy-flight,no,Python
https://github.com/nasa/ncompare,no,Python
https://github.com/nasa/kepler-robovetter,no,C++
https://github.com/sing-group/my-brain-seq,no,R
https://github.com/sing-group/seda,no,Java
https://github.com/trevisanj/PFANT,no,Fortran
https://github.com/PynPoint/PynPoint,no,Python
https://github.com/xfcui/onn4arg,yes,Python
https://github.com/haowang-astro/jetsimpy,no,C++
https://github.com/OpenMDAO/dymos,no,Python
https://github.com/puregome/notebooks,no,Jupyter Notebook
https://github.com/NeuralEnsemble/elephant,yes,Python
https://github.com/NeuralEnsemble/PyNN,no,Python
https://github.com/ExoSim/ExoSimPublic,yes,Python
https://github.com/GATB/MindTheGap,no,C++
https://github.com/GATB/simka,yes,C++
https://github.com/GATB/gatb-core,yes,C++
https://github.com/GATB/bcalm,no,Python
https://github.com/mkelley/calviacat,no,Python
https://github.com/mkelley/zchecker,no,Python
https://github.com/ajosephy/Clustering,no,Python
https://github.com/rychallener/theresa,no,Python
https://github.com/mgm8/pyngham,no,Python
https://github.com/biocircuits/bioscrape,yes,Jupyter Notebook
https://github.com/FabianPlum/OmniTrax,yes,Python
https://github.com/dfujim/bfit,no,Python
https://github.com/devitocodes/pyrevolve,no,Python
https://github.com/devitocodes/devito,yes,Python
https://github.com/openneuropet/PET2BIDS,yes,Python
https://github.com/dokester/BayesicFitting,no,Jupyter Notebook
https://github.com/openmm/openmm,yes,C++
https://github.com/DarkQuestCosmology/dark_emulator_public,no,Python
https://github.com/quantum-exeter/SpiDy.jl,no,Julia
https://github.com/johnpaulett/python-hl7,yes,Python
https://github.com/egonw/bacting,no,Java
https://github.com/BPSB/combine-p-values-discrete,no,Python
https://github.com/Extraweich/homopy,no,Python
https://github.com/deepmedic/deepmedic,yes,Python
https://github.com/EdoardoCarlesi/cmbeasy,no,C++
https://github.com/blebon/directChillFoam,no,C++
https://github.com/hposborn/MonoTools,yes,Jupyter Notebook
https://github.com/BackofenLab/Peakhood,no,Python
https://github.com/BackofenLab/IntaRNA,yes,C++
https://github.com/BackofenLab/StoatyDive,no,Python
https://github.com/sjbeckett/localcovid19now,no,R
https://github.com/gaelforget/MITgcm.jl,yes,Julia
https://github.com/Cantera/cantera,yes,C++
https://github.com/zhouzilu/DENDRO,yes,R
https://github.com/freebayes/freebayes,no,C++
https://github.com/emhuff/Balrog,no,Python
https://github.com/mjuric/galfast,yes,C++
https://github.com/marziarivi/RadioLensfit2,no,C
https://github.com/linbox-team/linbox,yes,C++
https://github.com/stevertaylor/gw_pta_emulator,no,Jupyter Notebook
https://github.com/ziyewang/ARG_SHINE,yes,Python
https://github.com/ziyewang/MetaBinner,no,Python
https://github.com/YihanWangAstro/SpaceHub,yes,C++
https://github.com/hongli-ma/RNANetMotif,no,Python
https://github.com/SpectraCollab/ORMIR_XCT,no,Jupyter Notebook
https://github.com/MatthijsHak/MetalDock,no,Python
https://github.com/MIC-DKFZ/HD-BET,yes,Python
https://github.com/MIC-DKFZ/TractSeg,yes,Python
https://github.com/moead-framework/framework,no,Python
https://github.com/sebhoof/SolarAxionFlux,no,C++
https://github.com/justinread/gravsphere,no,Python
https://github.com/1054/Crab.Toolkit.michi2,no,Python
https://github.com/subisarkar/JexoSim,no,Python
https://github.com/thraraujo/pysymmpol,no,Python
https://github.com/YonghuiDong/RawHummus,no,R
https://github.com/TRACER-LULab/Hyperelastics.jl,yes,Julia
https://github.com/sterinaldi/FIGARO,no,Python
https://github.com/mdlreyes/void-dwarf-analysis,no,Python
https://github.com/johannesulf/dsigma,no,Python
https://github.com/dmvandamt/beyonce,no,Python
https://github.com/s4hts/HTStream,no,C++
https://github.com/ABard0/MDGF-MCEC,yes,Python
https://github.com/zdelrosario/py_grama,no,Jupyter Notebook
https://github.com/nell-byler/cloudyfsps,no,Python
https://github.com/jsh58/Genrich,no,C
https://github.com/Electrostatics/apbs,yes,C
https://github.com/james-m-osborn/astrosat,no,Python
https://github.com/Julian/jsonschema,no,Python
https://github.com/IlianPihlajamaa/ModeCouplingTheory.jl,no,Julia
https://github.com/tlambert03/pycudadecon,yes,Python
https://github.com/fccoelho/epimodels,no,Python
https://github.com/fccoelho/epigrass,yes,Python
https://github.com/robynlm/sphereint,no,Jupyter Notebook
https://github.com/robynlm/ICPertFLRW,no,Fortran
https://github.com/robynlm/ebweyl,no,Python
https://github.com/online-behaviour/find-journalists,no,Python
https://github.com/online-behaviour/machine-learning,no,Python
https://github.com/ahcm/ffindex,no,C
https://github.com/miguelcarcamov/csromer,no,Jupyter Notebook
https://github.com/maize-genetics/rTASSEL,no,R
https://github.com/hallamlab/TreeSAPP,yes,Python
https://github.com/PfizerRD/sit2standpy,no,Python
https://github.com/ulebreui/shark,no,Fortran
https://github.com/CM2S/piglot,yes,Python
https://github.com/Samreay/Barry,no,Jupyter Notebook
https://github.com/Samreay/ChainConsumer,yes,Python
https://github.com/Heldenkombinat/Logodetect,yes,Jupyter Notebook
https://github.com/Cadaei-Yuvxvs/OSHy-X,no,Python
https://github.com/galkintool/galkin,yes,Python
https://github.com/kavir1698/EvoDynamics.jl,no,Julia
https://github.com/dsoave/JLS,no,R
https://github.com/vishwas1984/LaplaceInterpolation.jl,no,Jupyter Notebook
https://github.com/bessagroup/f3dasm,no,Python
https://github.com/BradyAJohnston/MolecularNodes,yes,Python
https://github.com/klebgenomics/Kleborate,yes,Python
https://github.com/barentsen/k2flix,no,Python
https://github.com/barentsen/dave,no,Python
https://github.com/statdivlab/rigr,yes,R
https://github.com/venkateshgopinath/FAlCon-DNS,no,Fortran
https://github.com/sachsmc/cosinor,no,R
https://github.com/koszullab/pareidolia,no,Python
https://github.com/phenomecentre/nPYc-Toolbox,no,Python
https://github.com/R-Vessel-X/SlicerRVXLiverSegmentation,yes,Python
https://github.com/mlower/rmnest,no,Python
https://github.com/LLNL/echemfem,no,Python
https://github.com/FergusDonnan/PyROA,no,Jupyter Notebook
https://github.com/FergusDonnan/Running-Optimal-Average,no,Python
https://github.com/FergusDonnan/PAHDecomp,yes,Python
https://github.com/arnauqb/qwind,no,Python
https://github.com/arnauqb/Qwind.jl,no,Julia
https://github.com/JulienPeloton/s4cmb,no,Python
https://github.com/rickhelmus/patRoon,yes,R
https://github.com/Ayuei/DeBEIR,yes,Python
https://github.com/heliopython/heliopy,no,Python
https://github.com/cau-se/ARCHES-PiCar-X,no,Python
https://github.com/biaslab/RxInfer.jl,yes,Jupyter Notebook
https://github.com/solislemuslab/minaa,no,C++
https://github.com/anchal-009/SAVED21cm,no,Jupyter Notebook
https://github.com/sxs-collaboration/spectre,yes,C++
https://github.com/sxs-collaboration/gwsurrogate,no,Jupyter Notebook
https://github.com/phirling/pyc2ray,yes,Python
https://github.com/JuliaSmoothOptimizers/PDENLPModels.jl,no,Julia
https://github.com/JuliaSmoothOptimizers/DCISolver.jl,no,Julia
https://github.com/xiaochuanle/MECAT2,no,C
https://github.com/dib-lab/TheGreatGenotyper,yes,C++
https://github.com/dib-lab/dammit,no,Python
https://github.com/athob/py-ananke,no,Python
https://github.com/londumas/redvsblue,no,Python
https://github.com/Rohit-Kundu/ET-NET_Covid-Detection,yes,Python
https://github.com/lzkelley/kalepy,no,Python
https://github.com/BiodataAnalysisGroup/kmerAnalyzer,yes,Python
https://github.com/BiodataAnalysisGroup/UMIc,no,R
https://github.com/dokkum/maskfill,no,Python
https://github.com/ewanbarr/peasoup,yes,C++
https://github.com/spinicist/riesling,yes,C++
https://github.com/mifumagalli/cluster-cloc,no,Python
https://github.com/vicruiser/3Dmapper,no,Python
https://github.com/lsds/Crossbow,yes,Java
https://github.com/lsds/TaLoS,yes,C
https://github.com/faasm/faasm,yes,C++
https://github.com/lsds/LightSaber,yes,C++
https://github.com/lsds/sgx-lkl,yes,C
https://github.com/lsds/Saber,yes,Java
https://github.com/lsds/Teechain,yes,C++
https://github.com/lsds/SEEP,no,Java
https://github.com/ClaudioZandonella/PRDA,no,R
https://github.com/SESMG/SESMG,no,Python
https://github.com/CLARIAH/grlc,no,Python
https://github.com/jrkerns/pylinac,no,Python
https://github.com/lsncibb/microbiomeGWAS,no,R
https://github.com/s-goldman/Dusty-Evolved-Star-Kit,no,Python
https://github.com/mwvgroup/pwv_kpno,no,Python
https://github.com/jonaselgammal/GPry,no,Python
https://github.com/leonzheng2/butterfly,no,Jupyter Notebook
https://github.com/leonzheng2/efficient-butterfly,no,Python
https://github.com/veg/tn93,no,C++
https://github.com/winni2k/abeona,no,Python
https://github.com/DESI-UR/VAST,yes,Python
https://github.com/ynop/audiomate,yes,Python
https://github.com/MoreiraLAB/or,yes,Python
https://github.com/MoreiraLAB/mensadb-open,no,Python
https://github.com/metagenopolis/CroCoDeEL,no,Python
https://github.com/asgr/Rwcs,no,C
https://github.com/asgr/NFWdist,no,R
https://github.com/asgr/Rfits,yes,C
https://github.com/asgr/celestial,no,R
https://github.com/asgr/ProFound,no,R
https://github.com/asgr/hyper.fit,no,R
https://github.com/asgr/ProFuse,yes,R
https://github.com/asgr/ProSpect,no,R
https://github.com/asgr/ProPane,no,R
https://github.com/cwentland0/perform,yes,Python
https://github.com/danielreardon/scintools,no,Jupyter Notebook
https://github.com/PEREGRINE-GW/peregrine,no,Python
https://github.com/PEREGRINE-GW/saqqara,yes,Jupyter Notebook
https://github.com/MFaymon/spINAR,no,R
https://github.com/ahoward-cf/ppmap,no,Fortran
https://github.com/chainsawriot/sweater,yes,R
https://github.com/chainsawriot/oolong,yes,R
https://github.com/esoPanda/FTbg,no,Python
https://github.com/cumbof/honto,no,Python
https://github.com/landlab/landlab,yes,Python
https://github.com/SchmidtDSE/afscgap,no,Python
https://github.com/PacificBiosciences/FALCON,no,Python
https://github.com/PacificBiosciences/pbbam,no,C++
https://github.com/PacificBiosciences/kineticsTools,no,Python
https://github.com/PacificBiosciences/pbcopper,yes,C++
https://github.com/PacificBiosciences/pbcore,no,Python
https://github.com/eScatter/pyelsepa,no,Python
https://github.com/jmejia8/Metaheuristics.jl,no,Julia
https://github.com/chasmani/piecewise-regression,no,Python
https://github.com/spacepy/spacepy,no,Fortran
https://github.com/petigura/terra,no,Python
https://github.com/eWaterCycle/era5cli,no,Python
https://github.com/v-morello/clfd,yes,Python
https://github.com/v-morello/riptide,no,Python
https://github.com/v-morello/iqrm,no,Python
https://github.com/oliverphilcox/Keplers-Goat-Herd,no,C++
https://github.com/oliverphilcox/encore,yes,C
https://github.com/oliverphilcox/HIPSTER,no,C++
https://github.com/oliverphilcox/EffectiveHalos,no,Python
https://github.com/oliverphilcox/RascalC,no,C++
https://github.com/oliverphilcox/PolyBin,no,Jupyter Notebook
https://github.com/oliverphilcox/Spectra-Without-Windows,no,Python
https://github.com/oliverphilcox/PolyBin3D,yes,Jupyter Notebook
https://github.com/oliverphilcox/HADES,yes,Jupyter Notebook
https://github.com/WangLabTHU/DeSP,no,Jupyter Notebook
https://github.com/hknd23/idcempy,no,Python
https://github.com/astrosmili/smili,no,Python
https://github.com/javicarron/pynkowski,no,Python
https://github.com/javicarron/mtneedlet,no,Python
https://github.com/ggmichael/craterstats,no,Python
https://github.com/cadop/seg1d,yes,Python
https://github.com/molscat/molscat,no,Fortran
https://github.com/morphometry/papaya2,no,C++
https://github.com/tjiangHIT/cuteSV,no,Python
https://github.com/tlverse/hal9001,no,R
https://github.com/inonchiu/ComEst,no,Python
https://github.com/auckland-cosmo/defrost-mpi,no,Fortran
https://github.com/auckland-cosmo/PyUltraLight,no,Jupyter Notebook
https://github.com/NRDD-constraints/NRDD,no,Python
https://github.com/SDXorg/pysd,no,Python
https://github.com/networkx/networkx,yes,Python
https://github.com/Computational-NeuroGenetics/deMeta-beta,no,Python
https://github.com/Azeret/galIMF,no,Python
https://github.com/MP-Gadget/bigfile,no,C
https://github.com/transientskp/pyse,no,Python
https://github.com/transientskp/lpf,yes,Python
https://github.com/transientskp/tkp,no,Python
https://github.com/JuliaHCI/ADI.jl,yes,Julia
https://github.com/kim554/wdec,no,Fortran
https://github.com/brainets/frites,yes,Python
https://github.com/OpenWaterAnalytics/EPyT,no,Jupyter Notebook
https://github.com/OpenWaterAnalytics/pyswmm,no,Python
https://github.com/labsyspharm/minerva-story,yes,Python
https://github.com/CBIIT-CGBB/gcMECM,no,R
https://github.com/lysovosyl/NanoDeep,yes,Python
https://github.com/jorgensd/adios4dolfinx,no,Python
https://github.com/OSSOS/SurveySimulator,no,Fortran
https://github.com/smandal97/Sprout,no,C
https://github.com/Jingxuan97/nemesispy,no,Python
https://github.com/eEcoLiDAR/Laserfarm,no,Python
https://github.com/eEcoLiDAR/laserchicken,no,Python
https://github.com/VirtualPlanetaryLaboratory/vplanet,no,C
https://github.com/VirtualPlanetaryLaboratory/atmos,yes,Fortran
https://github.com/linnarsson-lab/loompy,no,Python
https://github.com/brentp/geneimpacts,no,Python
https://github.com/brentp/peddy,no,Jupyter Notebook
https://github.com/brentp/kexpr-nim,no,C
https://github.com/brentp/cigar,no,Python
https://github.com/dolfin-adjoint/pyadjoint,no,Python
https://github.com/Astro-Sean/autophot,no,Jupyter Notebook
https://github.com/Astro-Sean/escatter,no,Python
https://github.com/morispi/LRez,no,C++
https://github.com/mtazzari/uvplot,no,Python
https://github.com/mtazzari/binary,no,Fortran
https://github.com/mtazzari/galario,yes,Python
https://github.com/exoplanet-dev/celerite2,yes,C++
https://github.com/exoplanet-dev/exoplanet,yes,Python
https://github.com/LMJL-Alea/ktest,no,Jupyter Notebook
https://github.com/pierrexyz/cbird,yes,C++
https://github.com/milnus/Magphi,no,Python
https://github.com/milnus/Corekaburra,no,Python
https://github.com/bencebeky/spotrod,no,C
https://github.com/GilbertLabUCSF/CanDI,no,Jupyter Notebook
https://github.com/NIFTy-PPL/JAXbind,yes,Python
https://github.com/vallis/mc3pta,no,Python
https://github.com/vallis/libstempo,no,Python
https://github.com/bonsai-team/Porechop_ABI,yes,C++
https://github.com/bonsai-team/matam,no,Python
https://github.com/yatiml/yatiml,no,Python
https://github.com/paulmorio/gincco,yes,Python
https://github.com/tud-hri/joan,yes,Python
https://github.com/tud-hri/travia,no,Python
https://github.com/GabrielNakamura/FishPhyloMaker,no,R
https://github.com/lczech/gappa,no,C++
https://github.com/DataverseLabs/pyinterpolate,yes,Python
https://github.com/Punzo/SlicerAstro,yes,C++
https://github.com/dipangwvu/SPEGID,no,Python
https://github.com/fcastagna/preprofit,no,Python
https://github.com/fcastagna/JoXSZ,no,Python
https://github.com/djones1040/PythonPhot,no,Python
https://github.com/msm550/DMATIS,no,Python
https://github.com/elsner/arkcos,yes,C++
https://github.com/Sudaraka88/LDWeaver,yes,R
https://github.com/bwoshea/ZEUS-MP_2,no,Fortran
https://github.com/PolyChord/PolyChordLite,no,Fortran
https://github.com/JesusTorrado/extrapops,no,Python
https://github.com/moritzobenauer/ProjectRaccoon,no,Jupyter Notebook
https://github.com/abhisrkckl/GWecc,no,C++
https://github.com/TriPed-Robot/trip_kinematics,no,Python
https://github.com/SeamusClarke/RJplots,no,Python
https://github.com/CDSP-SCPO/metadata-middleware,yes,Python
https://github.com/CDSP-SCPO/WPSS-for-ESS-webpanel,yes,Python
https://github.com/cwieder/py-ssPA,no,Jupyter Notebook
https://github.com/taehoryu/TDEmass,no,Python
https://github.com/nickk124/RCR,no,C++
https://github.com/shengjin/Nii,no,Python
https://github.com/free1234hm/CLAM,no,Java
https://github.com/lpantano/seqbuster,no,Java
https://github.com/glotzerlab/freud,yes,C++
https://github.com/glotzerlab/coxeter,no,Jupyter Notebook
https://github.com/glotzerlab/hoomd-blue,yes,C++
https://github.com/mzemp/halogen,no,C
https://github.com/OFFIS-DAI/Mango.jl,no,Julia
https://github.com/mbillingr/libgdf,no,C++
https://github.com/AWehrhahn/SME,no,Python
https://github.com/jalombar/starsmasher,yes,Fortran
https://github.com/GalagaBits/JWST-FGS-Spelunker,no,Python
https://github.com/abatten/fruitbat,no,Python
https://github.com/agshumate/LiftoffTools,no,Python
https://github.com/LalResearchGroup/CNV-clinviewer,yes,R
https://github.com/astronomical-data-processing/RAPP,no,Python
https://github.com/indrops/indrops,no,Python
https://github.com/RETURN-project/BenchmarkRecovery,no,R
https://github.com/alvinxhan/Phydelity,no,Jupyter Notebook
https://github.com/UM-PEPL/HallThruster.jl,no,Julia
https://github.com/ladsantos/flatstar,no,Python
https://github.com/ladsantos/p-winds,no,Python
https://github.com/NuSpaceSim/nupyprop,no,Jupyter Notebook
https://github.com/Substra/substra,no,Python
https://github.com/masoncarney/stepped_luneburg,no,Python
https://github.com/ChengF-Lab/AOPEDF,no,Python
https://github.com/HenrykHaniewicz/PSRVoid,no,Python
https://github.com/mneeleman/qubefit,no,Python
https://github.com/EvolBioInf/andi,no,C
https://github.com/EvolBioInf/phylonium,yes,C++
https://github.com/jfmrod/MAPseq,yes,C
https://github.com/nickfarrow/GalacticDNSMass,no,Jupyter Notebook
https://github.com/BenWibking/quokka,yes,C++
https://github.com/hsocasnavarro/NICOLE,no,Fortran
https://github.com/SPARC-FAIR-Codeathon/aqua,yes,Jupyter Notebook
https://github.com/AndreaCaldiroli/ATES-Code,no,Fortran
https://github.com/kbarbary/extinction,no,Python
https://github.com/kbarbary/nestle,no,Python
https://github.com/kbarbary/sep,no,C
https://github.com/leapigufpb/FuzzyClass,yes,R
https://github.com/joacoh/wise2mbh,no,Jupyter Notebook
